,均线,买入金额,卖出金额,持仓金额,赚取,开始日期,结束日期
1458,428,22100.0,0.0,24478.64,1.11,20180810,20190809
1459,428,21100.0,200.0,23483.49,1.12,20180813,20190812
1460,428,20600.0,300.0,22682.48,1.12,20180814,20190813
1461,428,21300.0,300.0,23797.26,1.13,20180815,20190814
1462,428,21800.0,300.0,24466.0,1.14,20180816,20190815
1463,428,22200.0,300.0,25057.73,1.14,20180817,20190816
1464,428,21400.0,100.0,24877.03,1.17,20180820,20190819
1465,428,21400.0,0.0,24897.87,1.16,20180821,20190820
1466,428,20600.0,100.0,23697.95,1.16,20180822,20190821
1467,428,19800.0,500.0,22164.55,1.14,20180823,20190822
1468,428,18600.0,600.0,20603.71,1.14,20180824,20190823
1469,428,18900.0,500.0,20826.77,1.13,20180827,20190826
1470,428,19000.0,600.0,21174.3,1.15,20180828,20190827
1471,428,19100.0,300.0,21578.99,1.15,20180829,20190828
1472,428,18500.0,200.0,20977.65,1.14,20180830,20190829
1473,428,18900.0,200.0,21609.57,1.15,20180831,20190830
1474,428,19700.0,0.0,22985.05,1.17,20180903,20190902
1475,428,19500.0,0.0,22523.16,1.16,20180904,20190903
1476,428,19700.0,0.0,23248.17,1.18,20180905,20190904
1477,428,19800.0,0.0,23522.94,1.19,20180906,20190905
1478,428,20400.0,0.0,24360.44,1.19,20180907,20190906
1479,428,20400.0,0.0,24740.3,1.21,20180910,20190909
1480,428,20400.0,0.0,24664.99,1.21,20180911,20190910
1481,428,19300.0,200.0,22888.4,1.2,20180912,20190911
1482,428,18700.0,300.0,20622.02,1.12,20180913,20190912
1483,428,19100.0,300.0,21343.92,1.13,20180914,20190916
1484,428,19800.0,300.0,23334.4,1.19,20180917,20190917
1485,428,19900.0,300.0,23562.81,1.2,20180918,20190918
1486,428,19300.0,100.0,23141.76,1.2,20180919,20190919
1487,428,19300.0,0.0,23369.92,1.21,20180920,20190920
1488,428,18600.0,100.0,22014.55,1.19,20180921,20190923
1489,428,17800.0,500.0,20427.71,1.18,20180925,20190924
1490,428,16800.0,600.0,18752.09,1.15,20180926,20190925
1491,428,17400.0,500.0,19473.39,1.15,20180927,20190926
1492,428,17500.0,600.0,19642.24,1.16,20180928,20190927
1493,428,17500.0,300.0,19750.91,1.15,20181008,20190930
1494,428,16600.0,200.0,18976.06,1.16,20181009,20191008
1495,428,16900.0,200.0,19476.04,1.16,20181010,20191009
1496,428,17500.0,0.0,20549.35,1.17,20181011,20191010
1497,428,17400.0,0.0,20468.95,1.18,20181012,20191011
1498,428,17100.0,0.0,20179.81,1.18,20181015,20191014
1499,428,17400.0,0.0,20634.44,1.19,20181016,20191015
1500,428,18000.0,0.0,21254.28,1.18,20181017,20191016
1501,428,17900.0,0.0,21401.39,1.2,20181018,20191017
1502,428,18000.0,0.0,21153.0,1.18,20181019,20191018
1503,428,16900.0,200.0,19601.8,1.17,20181022,20191021
1504,428,16400.0,300.0,19103.18,1.18,20181023,20191022
1505,428,16800.0,300.0,19666.38,1.19,20181024,20191023
1506,428,17400.0,300.0,20313.13,1.18,20181025,20191024
1507,428,17700.0,300.0,20862.35,1.2,20181026,20191025
1508,428,17300.0,100.0,20723.59,1.2,20181029,20191028
1509,428,17000.0,0.0,20651.18,1.21,20181030,20190920
1510,428,16700.0,100.0,19856.05,1.19,20181031,20190923
1511,428,15800.0,500.0,18130.81,1.18,20181101,20190924
1512,428,14900.0,600.0,16608.52,1.15,20181102,20190925
1513,428,15400.0,500.0,17222.81,1.15,20181105,20190926
1514,428,15700.0,600.0,17632.89,1.16,20181106,20190927
1515,428,15200.0,300.0,17087.43,1.14,20181107,20190930
1516,428,14500.0,200.0,16533.59,1.15,20181108,20191008
1517,428,14600.0,200.0,16791.79,1.16,20181109,20191009
1518,428,14600.0,0.0,16955.87,1.16,20181112,20191010
1519,428,14700.0,0.0,17144.27,1.17,20181113,20191011
1520,428,14200.0,0.0,16578.02,1.17,20181114,20191014
1521,428,14400.0,0.0,16845.82,1.17,20181115,20191015
1522,428,15000.0,0.0,17492.0,1.17,20181116,20191016
1523,428,14600.0,0.0,17163.23,1.18,20181119,20191017
1524,428,15000.0,0.0,17450.33,1.16,20181120,20191018
1525,428,14400.0,200.0,16664.14,1.17,20181121,20191021
1526,428,13600.0,300.0,15685.28,1.18,20181122,20191022
1527,428,14000.0,300.0,16271.87,1.18,20181123,20191023
1528,428,14600.0,300.0,16930.97,1.18,20181126,20191024
1529,428,14800.0,300.0,17302.04,1.19,20181127,20191025
1530,428,14100.0,100.0,16649.75,1.19,20181128,20191028
1531,428,13800.0,0.0,16617.85,1.2,20181129,20190920
1532,428,13500.0,100.0,15904.23,1.19,20181130,20190923
1533,428,12700.0,500.0,14326.87,1.17,20181203,20190924
1534,428,12100.0,600.0,13333.12,1.15,20181204,20190925
1535,428,12500.0,500.0,13810.07,1.14,20181205,20190926
1536,428,12800.0,600.0,14190.51,1.16,20181206,20190927
1537,428,12200.0,300.0,13540.06,1.13,20181207,20190930
1538,428,11500.0,200.0,12960.02,1.14,20181210,20191008
1539,428,11400.0,200.0,12920.66,1.15,20181211,20191009
1540,428,11500.0,0.0,13220.48,1.15,20181212,20191010
1541,428,11700.0,0.0,13522.98,1.16,20181213,20191011
1542,428,11100.0,0.0,12812.92,1.15,20181214,20191014
1543,428,11500.0,0.0,13334.37,1.16,20181217,20191015
1544,428,12100.0,0.0,14003.42,1.16,20181218,20191016
1545,428,11900.0,0.0,13946.3,1.17,20181219,20191017
1546,428,12100.0,0.0,13969.45,1.15,20181220,20191018
1547,428,11500.0,200.0,13178.47,1.16,20181221,20191021
1548,428,10700.0,300.0,12176.71,1.17,20181224,20191022
1549,428,10800.0,300.0,12318.1,1.17,20181225,20191023
1550,428,11400.0,300.0,12978.39,1.16,20181226,20191024
