,ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
2129,000001.SH,20121010,1.80E+13,1.22E+13,3.10E+12,1.89E+12,6.57E+11,0.41,1.18,10.91,10.79,1.54
2130,000001.SH,20121011,1.78E+13,1.21E+13,3.10E+12,1.89E+12,6.57E+11,0.39,1.11,10.83,10.72,1.53
2131,000001.SH,20121012,1.79E+13,1.21E+13,3.10E+12,1.89E+12,6.58E+11,0.36,1.02,10.85,10.74,1.53
2132,000001.SH,20121015,1.78E+13,1.21E+13,3.10E+12,1.90E+12,6.58E+11,0.28,0.81,10.83,10.71,1.53
2133,000001.SH,20121016,1.78E+13,1.21E+13,3.10E+12,1.90E+12,6.58E+11,0.3,0.87,10.83,10.72,1.53
2134,000001.SH,20121017,1.79E+13,1.22E+13,3.10E+12,1.90E+12,6.58E+11,0.31,0.9,10.86,10.74,1.53
2135,000001.SH,20121018,1.81E+13,1.23E+13,3.10E+12,1.90E+12,6.58E+11,0.46,1.31,10.98,10.87,1.55
2136,000001.SH,20121019,1.81E+13,1.23E+13,3.10E+12,1.90E+12,6.58E+11,0.35,1.02,10.97,10.85,1.55
2137,000001.SH,20121022,1.81E+13,1.23E+13,3.10E+12,1.90E+12,6.58E+11,0.31,0.91,10.99,10.88,1.55
2138,000001.SH,20121023,1.80E+13,1.22E+13,3.11E+12,1.90E+12,6.58E+11,0.38,1.1,10.92,10.82,1.54
2139,000001.SH,20121024,1.80E+13,1.23E+13,3.11E+12,1.90E+12,6.58E+11,0.38,1.11,10.93,10.82,1.54
2140,000001.SH,20121025,1.79E+13,1.22E+13,3.11E+12,1.90E+12,6.58E+11,0.45,1.3,10.86,10.77,1.53
2141,000001.SH,20121026,1.76E+13,1.20E+13,3.11E+12,1.90E+12,6.58E+11,0.41,1.19,10.69,10.55,1.5
2142,000001.SH,20121029,1.76E+13,1.19E+13,3.11E+12,1.90E+12,6.58E+11,0.28,0.81,10.65,10.52,1.48
2143,000001.SH,20121030,1.76E+13,1.20E+13,3.11E+12,1.90E+12,6.58E+11,0.32,0.92,10.67,10.58,1.48
2144,000001.SH,20121031,1.76E+13,1.20E+13,3.11E+12,1.90E+12,6.58E+11,0.31,0.9,10.7,10.63,1.46
2145,000001.SH,20121101,1.79E+13,1.22E+13,3.11E+12,1.90E+12,6.58E+11,0.43,1.26,10.89,10.82,1.49
2146,000001.SH,20121102,1.81E+13,1.23E+13,3.11E+12,1.90E+12,6.58E+11,0.4,1.16,10.96,10.89,1.5
2147,000001.SH,20121105,1.80E+13,1.23E+13,3.11E+12,1.91E+12,6.61E+11,0.37,1.08,10.94,10.87,1.49
2148,000001.SH,20121106,1.80E+13,1.22E+13,3.11E+12,1.91E+12,6.62E+11,0.37,1.08,10.91,10.83,1.49
2149,000001.SH,20121107,1.80E+13,1.22E+13,3.11E+12,1.91E+12,6.62E+11,0.31,0.9,10.91,10.84,1.49
2150,000001.SH,20121108,1.77E+13,1.20E+13,3.11E+12,1.91E+12,6.62E+11,0.35,1,10.75,10.68,1.47
2151,000001.SH,20121109,1.77E+13,1.20E+13,3.11E+12,1.91E+12,6.62E+11,0.28,0.82,10.74,10.67,1.47
2152,000001.SH,20121112,1.78E+13,1.21E+13,3.11E+12,1.91E+12,6.62E+11,0.3,0.86,10.79,10.72,1.47
2153,000001.SH,20121113,1.75E+13,1.19E+13,3.11E+12,1.91E+12,6.62E+11,0.32,0.92,10.64,10.57,1.45
2154,000001.SH,20121114,1.76E+13,1.19E+13,3.11E+12,1.91E+12,6.63E+11,0.25,0.72,10.68,10.61,1.46
2155,000001.SH,20121115,1.74E+13,1.18E+13,3.11E+12,1.91E+12,6.63E+11,0.26,0.76,10.55,10.48,1.44
2156,000001.SH,20121116,1.73E+13,1.17E+13,3.11E+12,1.91E+12,6.63E+11,0.26,0.75,10.47,10.4,1.43
2157,000001.SH,20121119,1.73E+13,1.17E+13,3.11E+12,1.91E+12,6.63E+11,0.24,0.68,10.48,10.41,1.43
2158,000001.SH,20121120,1.72E+13,1.17E+13,3.11E+12,1.91E+12,6.63E+11,0.22,0.64,10.43,10.37,1.42
2159,000001.SH,20121121,1.74E+13,1.18E+13,3.11E+12,1.91E+12,6.63E+11,0.28,0.8,10.54,10.47,1.44
2160,000001.SH,20121122,1.73E+13,1.17E+13,3.11E+12,1.91E+12,6.63E+11,0.24,0.69,10.47,10.4,1.43
2161,000001.SH,20121123,1.73E+13,1.18E+13,3.11E+12,1.91E+12,6.63E+11,0.27,0.78,10.53,10.46,1.43
2162,000001.SH,20121126,1.73E+13,1.17E+13,3.11E+12,1.91E+12,6.63E+11,0.23,0.67,10.48,10.41,1.43
2163,000001.SH,20121127,1.71E+13,1.16E+13,3.11E+12,1.91E+12,6.63E+11,0.3,0.85,10.36,10.3,1.41
2164,000001.SH,20121128,1.70E+13,1.15E+13,3.11E+12,1.91E+12,6.63E+11,0.26,0.76,10.29,10.22,1.4
2165,000001.SH,20121129,1.69E+13,1.14E+13,3.11E+12,1.91E+12,6.63E+11,0.26,0.75,10.24,10.17,1.39
2166,000001.SH,20121130,1.70E+13,1.15E+13,3.11E+12,1.92E+12,6.63E+11,0.3,0.86,10.32,10.25,1.41
2167,000001.SH,20121203,1.69E+13,1.14E+13,3.11E+12,1.92E+12,6.63E+11,0.32,0.93,10.23,10.16,1.39
2168,000001.SH,20121204,1.70E+13,1.15E+13,3.11E+12,1.92E+12,6.63E+11,0.32,0.94,10.3,10.24,1.4
2169,000001.SH,20121205,1.75E+13,1.18E+13,3.11E+12,1.92E+12,6.63E+11,0.62,1.8,10.59,10.52,1.44
2170,000001.SH,20121206,1.74E+13,1.18E+13,3.11E+12,1.92E+12,6.63E+11,0.42,1.23,10.59,10.52,1.44
2171,000001.SH,20121207,1.77E+13,1.20E+13,3.11E+12,1.92E+12,6.63E+11,0.6,1.73,10.74,10.67,1.46
2172,000001.SH,20121210,1.79E+13,1.21E+13,3.11E+12,1.92E+12,6.63E+11,0.6,1.74,10.86,10.79,1.48
2173,000001.SH,20121211,1.78E+13,1.21E+13,3.11E+12,1.92E+12,6.63E+11,0.49,1.41,10.81,10.74,1.47
2174,000001.SH,20121212,1.79E+13,1.21E+13,3.11E+12,1.92E+12,6.63E+11,0.41,1.18,10.86,10.79,1.48
2175,000001.SH,20121213,1.77E+13,1.20E+13,3.11E+12,1.92E+12,6.63E+11,0.38,1.09,10.75,10.68,1.46
2176,000001.SH,20121214,1.85E+13,1.25E+13,3.11E+12,1.92E+12,6.63E+11,0.84,2.42,11.21,11.14,1.53
2177,000001.SH,20121217,1.86E+13,1.27E+13,3.11E+12,1.93E+12,6.64E+11,0.75,2.17,11.26,11.19,1.53
2178,000001.SH,20121218,1.86E+13,1.27E+13,3.11E+12,1.93E+12,6.64E+11,0.65,1.89,11.28,11.2,1.54
2179,000001.SH,20121219,1.86E+13,1.27E+13,3.11E+12,1.93E+12,6.64E+11,0.49,1.42,11.27,11.2,1.53
2180,000001.SH,20121220,1.86E+13,1.27E+13,3.11E+12,1.93E+12,6.64E+11,0.51,1.49,11.3,11.22,1.54
2181,000001.SH,20121221,1.85E+13,1.26E+13,3.11E+12,1.93E+12,6.64E+11,0.53,1.55,11.21,11.13,1.53
2182,000001.SH,20121224,1.85E+13,1.27E+13,3.11E+12,1.93E+12,6.63E+11,0.41,1.18,11.24,11.16,1.53
2183,000001.SH,20121225,1.90E+13,1.30E+13,3.11E+12,1.93E+12,6.63E+11,0.74,2.15,11.53,11.45,1.57
2184,000001.SH,20121226,1.90E+13,1.30E+13,3.11E+12,1.93E+12,6.63E+11,0.63,1.83,11.55,11.48,1.57
2185,000001.SH,20121227,1.89E+13,1.30E+13,3.11E+12,1.93E+12,6.64E+11,0.66,1.93,11.48,11.41,1.56
2186,000001.SH,20121228,1.91E+13,1.31E+13,3.11E+12,1.93E+12,6.64E+11,0.6,1.73,11.62,11.54,1.58
2187,000001.SH,20121231,1.95E+13,1.34E+13,3.11E+12,1.94E+12,6.64E+11,0.66,1.92,11.81,11.73,1.61
2188,000001.SH,20130104,1.96E+13,1.34E+13,3.11E+12,1.94E+12,6.64E+11,0.71,2.09,11.88,11.8,1.61
2189,000001.SH,20130107,1.96E+13,1.35E+13,3.11E+12,1.94E+12,6.64E+11,0.6,1.76,11.92,11.84,1.62
2190,000001.SH,20130108,1.95E+13,1.34E+13,3.11E+12,1.94E+12,6.65E+11,0.62,1.83,11.85,11.77,1.61
2191,000001.SH,20130109,1.95E+13,1.34E+13,3.11E+12,1.94E+12,6.65E+11,0.62,1.82,11.85,11.76,1.61
2192,000001.SH,20130110,1.96E+13,1.35E+13,3.12E+12,1.94E+12,6.65E+11,0.61,1.8,11.9,11.81,1.61
2193,000001.SH,20130111,1.93E+13,1.32E+13,3.12E+12,1.94E+12,6.65E+11,0.64,1.87,11.71,11.62,1.59
2194,000001.SH,20130114,1.99E+13,1.37E+13,3.12E+12,1.94E+12,6.65E+11,0.74,2.17,12.07,11.97,1.63
2195,000001.SH,20130115,2.00E+13,1.37E+13,3.12E+12,1.94E+12,6.65E+11,0.85,2.48,12.13,12.03,1.64
2196,000001.SH,20130116,1.98E+13,1.36E+13,3.12E+12,1.94E+12,6.65E+11,0.79,2.3,12.04,11.93,1.63
2197,000001.SH,20130117,1.96E+13,1.35E+13,3.12E+12,1.94E+12,6.65E+11,0.61,1.78,11.91,11.8,1.61
2198,000001.SH,20130118,1.99E+13,1.37E+13,3.12E+12,1.94E+12,6.65E+11,0.64,1.88,12.07,11.96,1.63
2199,000001.SH,20130121,2.00E+13,1.37E+13,3.12E+12,1.94E+12,6.65E+11,0.69,2.01,12.11,11.99,1.64
2200,000001.SH,20130122,1.99E+13,1.37E+13,3.12E+12,1.95E+12,6.65E+11,0.76,2.23,12.06,11.93,1.63
2201,000001.SH,20130123,1.99E+13,1.37E+13,3.12E+12,1.95E+12,6.65E+11,0.6,1.76,12.09,11.96,1.63
2202,000001.SH,20130124,1.98E+13,1.36E+13,3.12E+12,1.95E+12,6.65E+11,0.82,2.4,12.02,11.94,1.62
2203,000001.SH,20130125,1.97E+13,1.35E+13,3.12E+12,1.95E+12,6.65E+11,0.47,1.38,11.95,11.88,1.61
2204,000001.SH,20130128,2.02E+13,1.39E+13,3.12E+12,1.95E+12,6.65E+11,0.66,1.92,12.24,12.16,1.65
2205,000001.SH,20130129,2.03E+13,1.39E+13,3.12E+12,1.95E+12,6.65E+11,0.73,2.12,12.29,12.22,1.66
2206,000001.SH,20130130,2.05E+13,1.41E+13,3.12E+12,1.95E+12,6.65E+11,0.77,2.25,12.43,12.35,1.68
2207,000001.SH,20130131,2.06E+13,1.41E+13,3.12E+12,1.95E+12,6.65E+11,0.71,2.09,12.46,12.38,1.68
2208,000001.SH,20130201,2.09E+13,1.43E+13,3.12E+12,1.95E+12,6.65E+11,0.72,2.11,12.65,12.57,1.71
2209,000001.SH,20130204,2.10E+13,1.43E+13,3.12E+12,1.95E+12,6.65E+11,0.86,2.51,12.7,12.62,1.71
2210,000001.SH,20130205,2.10E+13,1.43E+13,3.12E+12,1.95E+12,6.65E+11,0.77,2.26,12.7,12.62,1.71
2211,000001.SH,20130206,2.10E+13,1.44E+13,3.12E+12,1.95E+12,6.65E+11,0.59,1.74,12.71,12.63,1.72
2212,000001.SH,20130207,2.08E+13,1.43E+13,3.12E+12,1.95E+12,6.65E+11,0.61,1.79,12.6,12.53,1.7
2213,000001.SH,20130208,2.09E+13,1.44E+13,3.12E+12,1.95E+12,6.65E+11,0.55,1.62,12.67,12.59,1.71
2214,000001.SH,20130218,2.08E+13,1.43E+13,3.13E+12,1.96E+12,6.66E+11,0.59,1.74,12.62,12.54,1.7
2215,000001.SH,20130219,2.05E+13,1.41E+13,3.13E+12,1.96E+12,6.66E+11,0.62,1.84,12.43,12.35,1.68
2216,000001.SH,20130220,2.06E+13,1.42E+13,3.13E+12,1.96E+12,6.65E+11,0.56,1.65,12.49,12.41,1.68
2217,000001.SH,20130221,2.00E+13,1.38E+13,3.13E+12,1.96E+12,6.65E+11,0.73,2.16,12.11,12.04,1.63
2218,000001.SH,20130222,1.99E+13,1.37E+13,3.13E+12,1.96E+12,6.65E+11,0.49,1.45,12.04,11.97,1.62
2219,000001.SH,20130225,2.00E+13,1.38E+13,3.13E+12,1.96E+12,6.69E+11,0.45,1.31,12.1,12.02,1.63
2220,000001.SH,20130226,1.97E+13,1.36E+13,3.13E+12,1.96E+12,6.70E+11,0.6,1.75,11.93,11.86,1.61
2221,000001.SH,20130227,1.99E+13,1.37E+13,3.13E+12,1.96E+12,6.70E+11,0.5,1.46,12.04,11.96,1.62
2222,000001.SH,20130228,2.03E+13,1.40E+13,3.13E+12,1.96E+12,6.70E+11,0.64,1.89,12.3,12.23,1.66
2223,000001.SH,20130301,2.02E+13,1.40E+13,3.13E+12,1.96E+12,6.70E+11,0.61,1.79,12.26,12.19,1.65
2224,000001.SH,20130304,1.95E+13,1.35E+13,3.13E+12,1.96E+12,6.70E+11,0.82,2.4,11.82,11.73,1.59
2225,000001.SH,20130305,2.00E+13,1.38E+13,3.13E+12,1.96E+12,6.70E+11,0.67,1.95,12.1,12,1.63
2226,000001.SH,20130306,2.01E+13,1.39E+13,3.13E+12,1.96E+12,6.70E+11,0.72,2.1,12.2,12.09,1.64
2227,000001.SH,20130307,1.99E+13,1.38E+13,3.13E+12,1.96E+12,6.70E+11,0.71,2.08,12.07,11.97,1.63
2228,000001.SH,20130308,1.99E+13,1.38E+13,3.13E+12,1.96E+12,6.70E+11,0.5,1.47,12.05,11.95,1.62
2229,000001.SH,20130311,1.98E+13,1.37E+13,3.13E+12,1.96E+12,6.71E+11,0.43,1.25,12.02,11.91,1.62
2230,000001.SH,20130312,1.96E+13,1.36E+13,3.13E+12,1.96E+12,6.71E+11,0.6,1.75,11.92,11.79,1.6
2231,000001.SH,20130313,1.95E+13,1.35E+13,3.13E+12,1.96E+12,6.71E+11,0.46,1.35,11.8,11.68,1.59
2232,000001.SH,20130314,1.95E+13,1.35E+13,3.13E+12,1.96E+12,6.71E+11,0.41,1.19,11.79,11.72,1.59
2233,000001.SH,20130315,1.96E+13,1.35E+13,3.13E+12,1.96E+12,6.72E+11,0.59,1.73,11.84,11.78,1.6
2234,000001.SH,20130318,1.93E+13,1.33E+13,3.13E+12,1.96E+12,6.71E+11,0.47,1.38,11.64,11.56,1.57
2235,000001.SH,20130319,1.94E+13,1.34E+13,3.13E+12,1.96E+12,6.71E+11,0.44,1.3,11.73,11.65,1.58
2236,000001.SH,20130320,1.99E+13,1.38E+13,3.13E+12,1.97E+12,6.72E+11,0.67,1.95,12.03,11.95,1.62
2237,000001.SH,20130321,2.00E+13,1.38E+13,3.13E+12,1.97E+12,6.73E+11,0.6,1.77,12.06,11.98,1.63
2238,000001.SH,20130322,2.00E+13,1.38E+13,3.13E+12,1.97E+12,6.73E+11,0.51,1.5,12.21,12.02,1.63
2239,000001.SH,20130325,2.00E+13,1.38E+13,3.13E+12,1.97E+12,6.73E+11,0.49,1.44,12.16,11.92,1.62
2240,000001.SH,20130326,1.98E+13,1.37E+13,3.13E+12,1.97E+12,6.73E+11,0.53,1.55,12.01,11.76,1.59
2241,000001.SH,20130327,1.98E+13,1.37E+13,3.13E+12,1.97E+12,6.73E+11,0.49,1.43,11.86,11.69,1.59
2242,000001.SH,20130328,1.92E+13,1.33E+13,3.13E+12,1.97E+12,6.73E+11,0.65,1.89,11.44,11.27,1.54
2243,000001.SH,20130329,1.92E+13,1.33E+13,3.13E+12,1.97E+12,6.73E+11,0.43,1.27,11.35,11.36,1.53
2244,000001.SH,20130401,1.92E+13,1.33E+13,3.13E+12,1.97E+12,6.73E+11,0.39,1.15,11.34,11.35,1.53
2245,000001.SH,20130402,1.92E+13,1.33E+13,3.13E+12,1.97E+12,6.73E+11,0.45,1.33,11.29,11.32,1.53
2246,000001.SH,20130403,1.92E+13,1.33E+13,3.13E+12,1.97E+12,6.73E+11,0.41,1.21,11.28,11.32,1.53
2247,000001.SH,20130408,1.91E+13,1.32E+13,3.13E+12,1.97E+12,6.73E+11,0.44,1.28,11.21,11.25,1.52
2248,000001.SH,20130409,1.92E+13,1.33E+13,3.13E+12,1.97E+12,6.73E+11,0.42,1.23,11.28,11.32,1.53
2249,000001.SH,20130410,1.92E+13,1.33E+13,3.13E+12,1.97E+12,6.73E+11,0.41,1.19,11.27,11.31,1.53
2250,000001.SH,20130411,1.91E+13,1.33E+13,3.13E+12,1.97E+12,6.73E+11,0.37,1.09,11.24,11.29,1.52
2251,000001.SH,20130412,1.90E+13,1.32E+13,3.13E+12,1.97E+12,6.73E+11,0.34,0.99,11.18,11.21,1.51
2252,000001.SH,20130415,1.89E+13,1.30E+13,3.13E+12,1.97E+12,6.74E+11,0.36,1.06,11.08,11.1,1.5
2253,000001.SH,20130416,1.89E+13,1.31E+13,3.13E+12,1.97E+12,6.74E+11,0.4,1.18,11.14,11.15,1.51
2254,000001.SH,20130417,1.89E+13,1.31E+13,3.13E+12,1.97E+12,6.74E+11,0.35,1.01,11.12,11.13,1.5
2255,000001.SH,20130418,1.89E+13,1.31E+13,3.13E+12,1.97E+12,6.74E+11,0.36,1.06,11.13,11.13,1.51
2256,000001.SH,20130419,1.93E+13,1.34E+13,3.13E+12,1.97E+12,6.74E+11,0.55,1.62,11.38,11.37,1.54
2257,000001.SH,20130422,1.93E+13,1.34E+13,3.13E+12,1.97E+12,6.74E+11,0.48,1.41,11.37,11.34,1.53
2258,000001.SH,20130423,1.89E+13,1.30E+13,3.13E+12,1.97E+12,6.75E+11,0.49,1.43,11.07,11.07,1.49
2259,000001.SH,20130424,1.91E+13,1.32E+13,3.13E+12,1.97E+12,6.75E+11,0.46,1.35,11.23,11.21,1.51
2260,000001.SH,20130425,1.90E+13,1.31E+13,3.13E+12,1.97E+12,6.75E+11,0.49,1.43,11.16,11.11,1.5
2261,000001.SH,20130426,1.88E+13,1.30E+13,3.13E+12,1.97E+12,6.75E+11,0.39,1.13,11.04,10.94,1.47
2262,000001.SH,20130502,1.88E+13,1.30E+13,3.13E+12,1.98E+12,6.75E+11,0.34,1.01,11.08,10.77,1.43
2263,000001.SH,20130503,1.91E+13,1.32E+13,3.13E+12,1.98E+12,6.75E+11,0.45,1.31,11.24,10.93,1.45
2264,000001.SH,20130506,1.93E+13,1.33E+13,3.13E+12,1.98E+12,6.75E+11,0.46,1.36,11.36,11.04,1.47
2265,000001.SH,20130507,1.93E+13,1.34E+13,3.13E+12,1.98E+12,6.75E+11,0.44,1.28,11.38,11.06,1.47
2266,000001.SH,20130508,1.94E+13,1.34E+13,3.13E+12,1.98E+12,6.75E+11,0.46,1.33,11.44,11.12,1.48
2267,000001.SH,20130509,1.93E+13,1.33E+13,3.13E+12,1.98E+12,6.75E+11,0.5,1.46,11.37,11.05,1.47
2268,000001.SH,20130510,1.94E+13,1.34E+13,3.13E+12,1.98E+12,6.75E+11,0.45,1.33,11.44,11.12,1.48
2269,000001.SH,20130513,1.93E+13,1.34E+13,3.14E+12,1.98E+12,6.76E+11,0.43,1.27,11.41,11.09,1.48
2270,000001.SH,20130514,1.91E+13,1.32E+13,3.13E+12,1.97E+12,6.74E+11,0.42,1.23,11.27,10.95,1.46
2271,000001.SH,20130515,1.92E+13,1.33E+13,3.13E+12,1.97E+12,6.74E+11,0.36,1.06,11.3,10.99,1.46
2272,000001.SH,20130516,1.94E+13,1.34E+13,3.13E+12,1.98E+12,6.75E+11,0.56,1.63,11.44,11.12,1.48
2273,000001.SH,20130517,1.97E+13,1.36E+13,3.13E+12,1.98E+12,6.75E+11,0.64,1.86,11.6,11.27,1.5
2274,000001.SH,20130520,1.98E+13,1.37E+13,3.14E+12,1.98E+12,6.75E+11,0.7,2.05,11.69,11.36,1.51
2275,000001.SH,20130521,1.99E+13,1.38E+13,3.14E+12,1.98E+12,6.76E+11,0.63,1.83,11.71,11.39,1.52
2276,000001.SH,20130522,1.99E+13,1.37E+13,3.14E+12,1.98E+12,6.76E+11,0.65,1.89,11.7,11.37,1.51
2277,000001.SH,20130523,1.96E+13,1.36E+13,3.14E+12,1.98E+12,6.77E+11,0.62,1.83,11.56,11.24,1.5
2278,000001.SH,20130524,1.97E+13,1.37E+13,3.14E+12,1.98E+12,6.77E+11,0.51,1.49,11.61,11.29,1.5
2279,000001.SH,20130527,1.97E+13,1.37E+13,3.14E+12,1.98E+12,6.77E+11,0.54,1.58,11.63,11.31,1.51
2280,000001.SH,20130528,2.00E+13,1.39E+13,3.14E+12,1.98E+12,6.77E+11,0.67,1.95,11.78,11.45,1.53
2281,000001.SH,20130529,2.00E+13,1.39E+13,3.14E+12,1.98E+12,6.77E+11,0.63,1.85,11.79,11.46,1.53
2282,000001.SH,20130530,1.99E+13,1.38E+13,3.14E+12,1.98E+12,6.77E+11,0.56,1.65,11.75,11.42,1.52
2283,000001.SH,20130531,1.98E+13,1.37E+13,3.14E+12,1.98E+12,6.77E+11,0.54,1.59,11.67,11.34,1.51
2284,000001.SH,20130603,1.98E+13,1.37E+13,3.14E+12,1.98E+12,6.77E+11,0.49,1.42,11.67,11.34,1.51
2285,000001.SH,20130604,1.96E+13,1.36E+13,3.14E+12,1.98E+12,6.77E+11,0.51,1.5,11.54,11.22,1.5
2286,000001.SH,20130605,1.96E+13,1.36E+13,3.14E+12,1.98E+12,6.78E+11,0.38,1.12,11.53,11.21,1.5
2287,000001.SH,20130606,1.93E+13,1.34E+13,3.14E+12,1.98E+12,6.78E+11,0.41,1.2,11.39,11.08,1.48
2288,000001.SH,20130607,1.91E+13,1.32E+13,3.15E+12,1.98E+12,6.78E+11,0.45,1.32,11.25,10.93,1.46
2289,000001.SH,20130613,1.86E+13,1.28E+13,3.15E+12,1.98E+12,6.80E+11,0.47,1.38,10.94,10.63,1.43
2290,000001.SH,20130614,1.87E+13,1.29E+13,3.15E+12,1.98E+12,6.80E+11,0.39,1.14,11.01,10.7,1.43
2291,000001.SH,20130617,1.86E+13,1.29E+13,3.15E+12,1.98E+12,6.80E+11,0.38,1.11,10.97,10.66,1.43
2292,000001.SH,20130618,1.86E+13,1.29E+13,3.15E+12,1.99E+12,6.80E+11,0.35,1.02,10.98,10.68,1.44
2293,000001.SH,20130619,1.85E+13,1.27E+13,3.18E+12,1.99E+12,6.81E+11,0.38,1.11,10.9,10.59,1.43
2294,000001.SH,20130620,1.80E+13,1.24E+13,3.18E+12,2.01E+12,6.82E+11,0.39,1.14,10.6,10.31,1.39
2295,000001.SH,20130621,1.78E+13,1.24E+13,3.18E+12,2.01E+12,6.82E+11,0.39,1.16,10.49,10.2,1.38
2296,000001.SH,20130624,1.69E+13,1.17E+13,3.18E+12,2.01E+12,6.82E+11,0.54,1.59,9.96,9.68,1.31
2297,000001.SH,20130625,1.69E+13,1.17E+13,3.18E+12,2.01E+12,6.83E+11,0.68,2.01,9.95,9.67,1.31
2298,000001.SH,20130626,1.68E+13,1.16E+13,3.18E+12,2.01E+12,6.83E+11,0.5,1.48,9.9,9.63,1.31
2299,000001.SH,20130627,1.68E+13,1.16E+13,3.18E+12,2.01E+12,6.83E+11,0.52,1.54,9.91,9.64,1.32
2300,000001.SH,20130628,1.71E+13,1.18E+13,3.18E+12,2.01E+12,6.83E+11,0.5,1.47,10.08,9.79,1.34
2301,000001.SH,20130701,1.73E+13,1.19E+13,3.18E+12,2.01E+12,6.83E+11,0.39,1.14,10.17,9.89,1.36
2302,000001.SH,20130702,1.74E+13,1.20E+13,3.18E+12,2.01E+12,6.84E+11,0.43,1.26,10.23,9.94,1.36
2303,000001.SH,20130703,1.72E+13,1.19E+13,3.19E+12,2.02E+12,6.85E+11,0.46,1.36,10.16,9.88,1.36
2304,000001.SH,20130704,1.73E+13,1.20E+13,3.19E+12,2.02E+12,6.89E+11,0.5,1.45,10.22,9.93,1.36
2305,000001.SH,20130705,1.74E+13,1.20E+13,3.19E+12,2.02E+12,6.89E+11,0.45,1.32,10.24,9.95,1.37
2306,000001.SH,20130708,1.70E+13,1.17E+13,3.19E+12,2.02E+12,6.89E+11,0.41,1.22,10.01,9.72,1.34
2307,000001.SH,20130709,1.71E+13,1.17E+13,3.19E+12,2.02E+12,6.90E+11,0.32,0.93,10.05,9.76,1.34
2308,000001.SH,20130710,1.74E+13,1.20E+13,3.19E+12,2.02E+12,6.90E+11,0.44,1.3,10.25,9.95,1.37
2309,000001.SH,20130711,1.79E+13,1.24E+13,3.19E+12,2.02E+12,6.90E+11,0.79,2.31,10.57,10.26,1.42
2310,000001.SH,20130712,1.77E+13,1.22E+13,3.19E+12,2.02E+12,6.90E+11,0.6,1.75,10.4,10.1,1.39
2311,000001.SH,20130715,1.78E+13,1.23E+13,3.19E+12,2.02E+12,6.90E+11,0.5,1.47,10.49,10.18,1.4
2312,000001.SH,20130716,1.78E+13,1.30E+13,3.20E+12,2.28E+12,6.91E+11,0.42,1.4,10.51,10.21,1.41
2313,000001.SH,20130717,1.77E+13,1.29E+13,3.20E+12,2.28E+12,6.91E+11,0.45,1.49,10.41,10.1,1.39
2314,000001.SH,20130718,1.75E+13,1.27E+13,3.20E+12,2.28E+12,6.92E+11,0.4,1.33,10.3,10,1.38
2315,000001.SH,20130719,1.72E+13,1.26E+13,3.20E+12,2.28E+12,6.92E+11,0.46,1.51,10.16,9.87,1.36
2316,000001.SH,20130722,1.73E+13,1.26E+13,3.20E+12,2.28E+12,6.92E+11,0.36,1.2,10.21,9.92,1.37
2317,000001.SH,20130723,1.76E+13,1.29E+13,3.20E+12,2.28E+12,6.92E+11,0.48,1.58,10.39,10.09,1.39
2318,000001.SH,20130724,1.75E+13,1.28E+13,3.20E+12,2.28E+12,6.92E+11,0.47,1.54,10.33,10.03,1.39
2319,000001.SH,20130725,1.74E+13,1.27E+13,3.20E+12,2.29E+12,6.93E+11,0.43,1.42,10.28,9.97,1.38
2320,000001.SH,20130726,1.74E+13,1.27E+13,3.20E+12,2.29E+12,6.93E+11,0.32,1.06,10.23,9.93,1.37
2321,000001.SH,20130729,1.71E+13,1.25E+13,3.20E+12,2.29E+12,6.93E+11,0.34,1.13,10.06,9.76,1.35
2322,000001.SH,20130730,1.72E+13,1.26E+13,3.20E+12,2.29E+12,6.93E+11,0.34,1.11,10.14,9.84,1.36
2323,000001.SH,20130731,1.72E+13,1.26E+13,3.20E+12,2.29E+12,6.93E+11,0.31,1.01,10.16,9.84,1.36
2324,000001.SH,20130801,1.75E+13,1.28E+13,3.20E+12,2.29E+12,6.93E+11,0.4,1.31,10.32,10.01,1.39
2325,000001.SH,20130802,1.75E+13,1.28E+13,3.20E+12,2.29E+12,6.93E+11,0.41,1.35,10.32,10.01,1.39
2326,000001.SH,20130805,1.77E+13,1.29E+13,3.20E+12,2.29E+12,6.93E+11,0.37,1.23,10.43,10.11,1.4
2327,000001.SH,20130806,1.78E+13,1.30E+13,3.20E+12,2.29E+12,6.93E+11,0.46,1.52,10.47,10.15,1.4
2328,000001.SH,20130807,1.76E+13,1.29E+13,3.20E+12,2.29E+12,6.93E+11,0.47,1.55,10.4,10.08,1.4
2329,000001.SH,20130808,1.76E+13,1.29E+13,3.20E+12,2.29E+12,6.93E+11,0.37,1.21,10.39,10.07,1.39
2330,000001.SH,20130809,1.77E+13,1.29E+13,3.20E+12,2.29E+12,6.93E+11,0.42,1.37,10.43,10.1,1.4
2331,000001.SH,20130812,1.81E+13,1.32E+13,3.20E+12,2.29E+12,6.93E+11,0.59,1.94,10.67,10.33,1.43
2332,000001.SH,20130813,1.81E+13,1.33E+13,3.20E+12,2.29E+12,6.97E+11,0.51,1.69,10.69,10.35,1.43
2333,000001.SH,20130814,1.81E+13,1.32E+13,3.20E+12,2.29E+12,6.97E+11,0.5,1.64,10.67,10.32,1.43
