,ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
1,000001.SH,20040102,3.30E+12,7.94E+11,4.54E+11,1.08E+11,1.03E+11,1.52,1.59,45.34,37.11,2.77
2,000001.SH,20040105,3.41E+12,8.15E+11,4.54E+11,1.08E+11,1.03E+11,2.6,2.72,46.98,38.46,2.87
3,000001.SH,20040106,3.43E+12,8.19E+11,4.54E+11,1.08E+11,1.03E+11,2.97,3.1,47.14,38.59,2.88
4,000001.SH,20040107,3.45E+12,8.27E+11,4.54E+11,1.08E+11,1.03E+11,2.78,2.91,47.48,38.87,2.91
5,000001.SH,20040108,3.50E+12,8.42E+11,4.54E+11,1.08E+11,1.03E+11,2.54,2.66,48.13,39.4,2.94
6,000001.SH,20040109,3.44E+12,8.32E+11,4.54E+11,1.08E+11,1.03E+11,2.88,3.02,47.24,38.67,2.89
7,000001.SH,20040112,3.52E+12,8.49E+11,4.54E+11,1.08E+11,1.03E+11,2.09,2.19,48.35,39.58,2.96
8,000001.SH,20040113,3.50E+12,8.52E+11,4.54E+11,1.08E+11,1.03E+11,2.36,2.47,48.11,39.39,2.94
9,000001.SH,20040114,3.45E+12,8.44E+11,4.54E+11,1.08E+11,1.03E+11,1.87,1.95,47.47,38.86,2.91
10,000001.SH,20040115,3.44E+12,8.42E+11,4.55E+11,1.08E+11,1.03E+11,1.71,1.79,47.24,38.73,2.9
11,000001.SH,20040116,3.47E+12,8.51E+11,4.55E+11,1.08E+11,1.03E+11,1.86,1.95,47.78,39.19,2.92
12,000001.SH,20040129,3.53E+12,8.72E+11,4.55E+11,1.08E+11,1.03E+11,1.68,1.76,48.59,39.85,2.97
13,000001.SH,20040130,3.45E+12,8.56E+11,4.55E+11,1.08E+11,1.03E+11,2.18,2.29,47.05,38.83,2.9
14,000001.SH,20040202,3.52E+12,8.75E+11,4.55E+11,1.08E+11,1.04E+11,3.15,3.3,47.75,39.56,2.95
15,000001.SH,20040203,3.58E+12,8.85E+11,4.55E+11,1.08E+11,1.04E+11,2.42,2.53,48.53,40.21,3
16,000001.SH,20040204,3.66E+12,9.04E+11,4.55E+11,1.08E+11,1.04E+11,2.94,3.08,49.59,41.09,3.07
17,000001.SH,20040205,3.67E+12,9.11E+11,4.55E+11,1.08E+11,1.04E+11,2.95,3.09,49.81,41.27,3.08
18,000001.SH,20040206,3.64E+12,9.02E+11,4.55E+11,1.08E+11,1.04E+11,3.06,3.2,49.39,40.93,3.06
19,000001.SH,20040209,3.70E+12,9.17E+11,4.55E+11,1.08E+11,1.04E+11,2.38,2.49,50.1,41.52,3.1
20,000001.SH,20040210,3.67E+12,9.13E+11,4.55E+11,1.08E+11,1.04E+11,2.48,2.59,49.73,41.23,3.08
21,000001.SH,20040211,3.64E+12,9.10E+11,4.55E+11,1.08E+11,1.04E+11,2.41,2.53,48.93,40.82,3.05
22,000001.SH,20040212,3.60E+12,9.08E+11,4.55E+11,1.08E+11,1.04E+11,2.47,2.59,48.38,40.43,3.02
23,000001.SH,20040213,3.59E+12,9.03E+11,4.55E+11,1.08E+11,1.04E+11,2.07,2.17,48.06,40.23,3.01
24,000001.SH,20040216,3.67E+12,9.24E+11,4.55E+11,1.08E+11,1.04E+11,2.09,2.19,49.15,41.16,3.08
25,000001.SH,20040217,3.69E+12,9.30E+11,4.55E+11,1.08E+11,1.04E+11,2.71,2.83,49.18,41.25,3.09
26,000001.SH,20040218,3.72E+12,9.37E+11,4.55E+11,1.09E+11,1.04E+11,2.64,2.76,49.01,41.46,3.11
27,000001.SH,20040219,3.72E+12,9.37E+11,4.55E+11,1.09E+11,1.04E+11,2.48,2.59,48.97,41.45,3.11
28,000001.SH,20040220,3.73E+12,9.40E+11,4.55E+11,1.08E+11,1.04E+11,2.12,2.21,49.02,41.53,3.12
29,000001.SH,20040223,3.64E+12,9.20E+11,4.55E+11,1.08E+11,1.04E+11,2.59,2.71,47.85,40.57,3.05
30,000001.SH,20040224,3.64E+12,9.15E+11,4.55E+11,1.08E+11,1.04E+11,2.44,2.55,47.42,40.45,3.05
31,000001.SH,20040225,3.57E+12,8.97E+11,4.55E+11,1.09E+11,1.04E+11,2.23,2.34,46.3,39.53,2.98
32,000001.SH,20040226,3.59E+12,8.96E+11,4.55E+11,1.09E+11,1.04E+11,2.1,2.2,45.98,39.39,3
33,000001.SH,20040227,3.63E+12,9.07E+11,4.55E+11,1.09E+11,1.04E+11,1.8,1.88,46.12,39.85,3.03
34,000001.SH,20040301,3.67E+12,9.17E+11,4.55E+11,1.09E+11,1.04E+11,1.83,1.9,44.75,40.04,3.05
35,000001.SH,20040302,3.66E+12,9.17E+11,4.55E+11,1.09E+11,1.04E+11,1.87,1.95,44.8,40.08,3.04
36,000001.SH,20040303,3.61E+12,9.03E+11,4.56E+11,1.09E+11,1.04E+11,1.76,1.83,43.73,39.59,3
37,000001.SH,20040304,3.62E+12,9.08E+11,4.56E+11,1.09E+11,1.04E+11,1.62,1.69,43.91,39.76,3.01
38,000001.SH,20040305,3.61E+12,9.04E+11,4.56E+11,1.09E+11,1.04E+11,1.46,1.52,43.62,39.58,3
39,000001.SH,20040308,3.56E+12,8.86E+11,4.56E+11,1.09E+11,1.04E+11,1.42,1.48,42.79,39.08,2.95
40,000001.SH,20040309,3.56E+12,8.81E+11,4.56E+11,1.09E+11,1.04E+11,1.47,1.53,42.54,39.05,2.95
41,000001.SH,20040310,3.65E+12,9.04E+11,4.57E+11,1.09E+11,1.05E+11,1.5,1.56,43.37,39.9,3.03
42,000001.SH,20040311,3.68E+12,9.12E+11,4.57E+11,1.09E+11,1.05E+11,1.67,1.75,43.73,40.23,3.05
43,000001.SH,20040312,3.69E+12,9.12E+11,4.57E+11,1.09E+11,1.05E+11,1.45,1.51,43.67,40.28,3.06
44,000001.SH,20040315,3.78E+12,9.31E+11,4.57E+11,1.09E+11,1.05E+11,2.28,2.38,44.51,41.26,3.13
45,000001.SH,20040316,3.81E+12,9.37E+11,4.57E+11,1.09E+11,1.05E+11,2.01,2.1,44.51,41.29,3.15
46,000001.SH,20040317,3.80E+12,9.38E+11,4.57E+11,1.09E+11,1.05E+11,1.73,1.8,43.77,41.06,3.14
47,000001.SH,20040318,3.74E+12,9.23E+11,4.57E+11,1.09E+11,1.05E+11,1.91,1.99,42.46,40.15,3.09
48,000001.SH,20040319,3.81E+12,9.37E+11,4.57E+11,1.09E+11,1.05E+11,1.61,1.67,43.23,40.86,3.14
49,000001.SH,20040322,3.83E+12,9.42E+11,4.57E+11,1.09E+11,1.05E+11,1.59,1.66,43.38,40.99,3.16
50,000001.SH,20040323,3.80E+12,9.38E+11,4.57E+11,1.09E+11,1.05E+11,1.67,1.74,42.96,40.61,3.13
51,000001.SH,20040324,3.80E+12,9.36E+11,4.58E+11,1.09E+11,1.05E+11,1.61,1.68,42.91,40.61,3.13
52,000001.SH,20040325,3.79E+12,9.36E+11,4.58E+11,1.09E+11,1.05E+11,1.46,1.52,42.76,40.59,3.12
53,000001.SH,20040326,3.78E+12,9.37E+11,4.58E+11,1.10E+11,1.05E+11,1.48,1.54,42.01,40.1,3.11
54,000001.SH,20040329,3.75E+12,9.30E+11,4.58E+11,1.10E+11,1.06E+11,1.49,1.55,38.85,39.96,3.07
55,000001.SH,20040330,3.76E+12,9.32E+11,4.58E+11,1.09E+11,1.06E+11,1.25,1.29,38.62,39.68,3.08
56,000001.SH,20040331,3.80E+12,9.42E+11,4.58E+11,1.10E+11,1.06E+11,1.46,1.52,38.59,39.64,3.1
57,000001.SH,20040401,3.84E+12,9.51E+11,4.58E+11,1.10E+11,1.06E+11,1.63,1.69,38.96,40.01,3.13
58,000001.SH,20040402,3.86E+12,9.59E+11,4.58E+11,1.10E+11,1.06E+11,1.92,2,39.17,40.25,3.15
59,000001.SH,20040405,3.86E+12,9.65E+11,4.59E+11,1.10E+11,1.06E+11,2.15,2.24,39.05,40.13,3.15
60,000001.SH,20040406,3.88E+12,9.73E+11,4.59E+11,1.10E+11,1.06E+11,2.08,2.17,39.55,40.17,3.16
61,000001.SH,20040407,3.87E+12,9.72E+11,4.59E+11,1.10E+11,1.06E+11,2.02,2.1,39.49,40.09,3.16
62,000001.SH,20040408,3.86E+12,9.68E+11,4.60E+11,1.10E+11,1.06E+11,2.02,2.1,39.32,39.94,3.15
63,000001.SH,20040409,3.77E+12,9.49E+11,4.60E+11,1.11E+11,1.06E+11,2.19,2.29,38.29,38.97,3.07
64,000001.SH,20040412,3.76E+12,9.49E+11,4.61E+11,1.11E+11,1.06E+11,1.65,1.73,38.21,38.83,3.06
65,000001.SH,20040413,3.74E+12,9.44E+11,4.61E+11,1.11E+11,1.06E+11,1.71,1.79,38.11,38.67,3.05
66,000001.SH,20040414,3.71E+12,9.32E+11,4.61E+11,1.11E+11,1.06E+11,1.75,1.83,36.81,37.8,3.01
67,000001.SH,20040415,3.67E+12,9.20E+11,4.61E+11,1.11E+11,1.06E+11,1.36,1.42,36.46,37.41,2.98
68,000001.SH,20040416,3.70E+12,9.24E+11,4.61E+11,1.11E+11,1.06E+11,1.57,1.64,36.82,37.27,3
69,000001.SH,20040419,3.66E+12,9.11E+11,4.63E+11,1.11E+11,1.06E+11,1.23,1.29,36.3,36.57,2.96
70,000001.SH,20040420,3.65E+12,9.11E+11,4.63E+11,1.12E+11,1.06E+11,1.13,1.19,36.07,36.33,2.95
71,000001.SH,20040421,3.61E+12,9.05E+11,4.63E+11,1.12E+11,1.06E+11,1.35,1.42,35.63,35.57,2.91
72,000001.SH,20040422,3.62E+12,9.09E+11,4.63E+11,1.12E+11,1.06E+11,1.1,1.16,35.56,35.43,2.92
73,000001.SH,20040423,3.58E+12,8.94E+11,4.63E+11,1.12E+11,1.06E+11,1.08,1.14,35.64,35.08,2.89
74,000001.SH,20040426,3.58E+12,8.91E+11,4.64E+11,1.12E+11,1.07E+11,0.9,0.94,36.16,35.16,2.87
75,000001.SH,20040427,3.53E+12,8.81E+11,4.64E+11,1.12E+11,1.07E+11,1.12,1.18,35.82,34.66,2.83
76,000001.SH,20040428,3.52E+12,8.79E+11,4.64E+11,1.12E+11,1.07E+11,1.1,1.15,35.76,34.1,2.81
77,000001.SH,20040429,3.46E+12,8.62E+11,4.64E+11,1.12E+11,1.07E+11,1.18,1.24,35.87,33.5,2.76
78,000001.SH,20040430,3.50E+12,8.66E+11,4.64E+11,1.12E+11,1.07E+11,1.09,1.14,36.8,33.25,2.77
79,000001.SH,20040510,3.42E+12,8.47E+11,4.65E+11,1.12E+11,1.07E+11,0.71,0.75,35.97,32.51,2.7
80,000001.SH,20040511,3.44E+12,8.47E+11,4.66E+11,1.12E+11,1.07E+11,0.68,0.71,36.14,32.66,2.72
81,000001.SH,20040512,3.52E+12,8.70E+11,4.66E+11,1.13E+11,1.07E+11,0.96,1.01,36.95,33.4,2.78
82,000001.SH,20040513,3.50E+12,8.66E+11,4.66E+11,1.13E+11,1.07E+11,0.77,0.81,36.75,33.22,2.77
83,000001.SH,20040514,3.42E+12,8.49E+11,4.66E+11,1.13E+11,1.07E+11,0.83,0.87,35.65,32.27,2.7
84,000001.SH,20040517,3.37E+12,8.38E+11,4.66E+11,1.12E+11,1.07E+11,0.74,0.77,35.03,31.71,2.66
85,000001.SH,20040518,3.40E+12,8.57E+11,4.67E+11,1.14E+11,1.07E+11,1.05,1.12,35.37,32.02,2.68
86,000001.SH,20040519,3.41E+12,8.57E+11,4.66E+11,1.13E+11,1.07E+11,1.09,1.16,35.2,31.88,2.69
87,000001.SH,20040520,3.39E+12,8.50E+11,4.67E+11,1.13E+11,1.07E+11,0.8,0.85,35,31.7,2.67
88,000001.SH,20040521,3.41E+12,8.52E+11,4.68E+11,1.14E+11,1.07E+11,0.74,0.78,35.22,31.9,2.69
89,000001.SH,20040524,3.39E+12,8.46E+11,4.74E+11,1.14E+11,1.07E+11,0.65,0.69,35.05,31.74,2.67
90,000001.SH,20040525,3.32E+12,8.30E+11,4.75E+11,1.14E+11,1.07E+11,0.79,0.85,34.32,31.08,2.62
91,000001.SH,20040526,3.34E+12,8.33E+11,4.75E+11,1.15E+11,1.07E+11,0.64,0.68,34.48,31.22,2.63
92,000001.SH,20040527,3.41E+12,8.50E+11,4.75E+11,1.15E+11,1.07E+11,1.05,1.13,35.22,31.89,2.69
93,000001.SH,20040528,3.39E+12,8.46E+11,4.75E+11,1.15E+11,1.07E+11,0.74,0.79,35.03,31.72,2.67
94,000001.SH,20040531,3.41E+12,8.49E+11,4.76E+11,1.15E+11,1.07E+11,0.63,0.67,35.2,31.88,2.68
95,000001.SH,20040601,3.46E+12,8.63E+11,4.76E+11,1.15E+11,1.07E+11,1.12,1.2,35.73,32.35,2.72
96,000001.SH,20040602,3.43E+12,8.59E+11,4.77E+11,1.15E+11,1.07E+11,1.18,1.26,35.41,32.07,2.7
97,000001.SH,20040603,3.38E+12,8.45E+11,4.77E+11,1.15E+11,1.07E+11,0.97,1.04,34.88,31.59,2.66
98,000001.SH,20040604,3.38E+12,8.44E+11,4.77E+11,1.15E+11,1.07E+11,0.9,0.96,34.78,31.5,2.66
99,000001.SH,20040607,3.32E+12,8.33E+11,4.78E+11,1.15E+11,1.07E+11,0.77,0.83,34.2,30.98,2.61
100,000001.SH,20040608,3.27E+12,8.24E+11,4.78E+11,1.16E+11,1.07E+11,0.86,0.92,33.66,30.49,2.57
101,000001.SH,20040609,3.22E+12,8.03E+11,4.79E+11,1.16E+11,1.07E+11,0.97,1.04,33.08,29.96,2.53
102,000001.SH,20040610,3.22E+12,8.03E+11,4.80E+11,1.16E+11,1.07E+11,0.87,0.94,33.11,29.99,2.53
103,000001.SH,20040611,3.23E+12,8.04E+11,4.81E+11,1.16E+11,1.07E+11,0.87,0.94,33.2,30.08,2.54
104,000001.SH,20040614,3.16E+12,7.86E+11,4.83E+11,1.17E+11,1.07E+11,0.85,0.93,32.41,29.37,2.48
105,000001.SH,20040615,3.22E+12,8.00E+11,4.84E+11,1.17E+11,1.07E+11,0.82,0.9,32.97,29.88,2.52
106,000001.SH,20040616,3.25E+12,8.05E+11,4.85E+11,1.18E+11,1.08E+11,0.91,1,33.25,30.14,2.54
107,000001.SH,20040617,3.18E+12,7.90E+11,4.85E+11,1.18E+11,1.08E+11,0.77,0.84,32.58,29.53,2.49
108,000001.SH,20040618,3.14E+12,7.81E+11,4.85E+11,1.18E+11,1.08E+11,0.82,0.9,32.17,29.15,2.46
109,000001.SH,20040621,3.15E+12,7.86E+11,4.85E+11,1.18E+11,1.08E+11,0.63,0.7,32.29,29.26,2.47
110,000001.SH,20040622,3.19E+12,7.96E+11,4.86E+11,1.18E+11,1.08E+11,0.89,0.97,32.67,29.61,2.5
111,000001.SH,20040623,3.17E+12,7.91E+11,4.86E+11,1.18E+11,1.08E+11,0.69,0.76,32.43,29.39,2.48
112,000001.SH,20040624,3.14E+12,7.83E+11,4.87E+11,1.18E+11,1.08E+11,0.76,0.83,32.12,29.11,2.46
113,000001.SH,20040625,3.08E+12,7.68E+11,4.87E+11,1.19E+11,1.08E+11,0.78,0.87,31.54,28.59,2.41
114,000001.SH,20040628,3.05E+12,7.57E+11,4.87E+11,1.19E+11,1.08E+11,0.66,0.73,31.19,28.27,2.39
115,000001.SH,20040629,3.11E+12,7.67E+11,4.88E+11,1.19E+11,1.08E+11,0.85,0.94,31.61,28.67,2.43
116,000001.SH,20040630,3.09E+12,7.61E+11,4.89E+11,1.19E+11,1.08E+11,0.68,0.75,31.41,28.49,2.41
117,000001.SH,20040701,3.18E+12,7.84E+11,4.89E+11,1.19E+11,1.08E+11,1.14,1.26,32.36,29.34,2.48
118,000001.SH,20040702,3.19E+12,7.85E+11,4.89E+11,1.19E+11,1.08E+11,0.89,0.98,32.36,29.35,2.48
119,000001.SH,20040705,3.20E+12,7.90E+11,4.90E+11,1.20E+11,1.08E+11,0.66,0.74,32.55,29.52,2.48
120,000001.SH,20040706,3.22E+12,7.94E+11,4.91E+11,1.20E+11,1.08E+11,0.99,1.1,32.67,29.62,2.49
121,000001.SH,20040707,3.19E+12,7.86E+11,4.91E+11,1.20E+11,1.08E+11,0.64,0.71,32.38,29.36,2.47
122,000001.SH,20040708,3.19E+12,7.87E+11,4.91E+11,1.20E+11,1.08E+11,0.57,0.63,32.4,29.39,2.47
123,000001.SH,20040709,3.17E+12,7.83E+11,4.91E+11,1.20E+11,1.08E+11,0.59,0.65,32.2,29.2,2.45
124,000001.SH,20040712,3.10E+12,7.63E+11,4.91E+11,1.20E+11,1.08E+11,0.69,0.76,31.46,28.53,2.4
125,000001.SH,20040713,3.10E+12,7.65E+11,4.92E+11,1.20E+11,1.08E+11,0.57,0.64,31.51,28.58,2.4
126,000001.SH,20040714,3.12E+12,7.64E+11,4.92E+11,1.21E+11,1.08E+11,0.83,0.93,31.63,28.69,2.41
127,000001.SH,20040715,3.16E+12,7.70E+11,4.93E+11,1.21E+11,1.08E+11,1.01,1.13,32.05,29.08,2.44
128,000001.SH,20040716,3.23E+12,7.94E+11,4.93E+11,1.21E+11,1.08E+11,1.78,2,32.8,29.75,2.5
129,000001.SH,20040719,3.24E+12,7.95E+11,4.93E+11,1.21E+11,1.08E+11,1.05,1.18,32.83,29.77,2.5
130,000001.SH,20040720,3.21E+12,7.90E+11,4.93E+11,1.21E+11,1.08E+11,0.99,1.11,32.61,29.52,2.48
131,000001.SH,20040721,3.21E+12,7.90E+11,4.93E+11,1.21E+11,1.08E+11,0.76,0.85,32.61,29.52,2.48
132,000001.SH,20040722,3.12E+12,7.70E+11,4.93E+11,1.21E+11,1.08E+11,1.04,1.16,31.69,28.66,2.41
133,000001.SH,20040723,3.12E+12,7.73E+11,4.94E+11,1.21E+11,1.08E+11,0.85,0.95,31.67,28.64,2.41
134,000001.SH,20040726,3.08E+12,7.62E+11,4.94E+11,1.22E+11,1.09E+11,0.66,0.74,31.25,28.26,2.38
135,000001.SH,20040727,3.07E+12,7.60E+11,4.94E+11,1.22E+11,1.09E+11,0.73,0.81,31.17,28.18,2.37
136,000001.SH,20040728,3.08E+12,7.64E+11,4.94E+11,1.22E+11,1.10E+11,0.81,0.89,31.26,27.91,2.38
137,000001.SH,20040729,3.13E+12,7.79E+11,4.96E+11,1.23E+11,1.10E+11,0.89,1,31.72,28.32,2.41
138,000001.SH,20040730,3.08E+12,7.68E+11,4.96E+11,1.23E+11,1.10E+11,0.72,0.81,31.24,27.85,2.37
139,000001.SH,20040802,3.05E+12,7.63E+11,4.96E+11,1.23E+11,1.10E+11,0.56,0.63,30.93,27.56,2.35
140,000001.SH,20040803,3.03E+12,7.60E+11,4.96E+11,1.24E+11,1.10E+11,0.61,0.68,30.76,27.31,2.33
141,000001.SH,20040804,3.12E+12,7.81E+11,4.96E+11,1.24E+11,1.10E+11,1.36,1.53,31.62,28.06,2.4
142,000001.SH,20040805,3.09E+12,7.71E+11,4.96E+11,1.24E+11,1.10E+11,0.86,0.96,31.28,27.75,2.37
143,000001.SH,20040806,3.09E+12,7.71E+11,4.96E+11,1.24E+11,1.11E+11,0.72,0.81,31.32,27.68,2.37
144,000001.SH,20040809,3.11E+12,7.74E+11,4.97E+11,1.24E+11,1.11E+11,0.63,0.7,31.48,27.87,2.38
145,000001.SH,20040810,3.12E+12,7.77E+11,4.97E+11,1.24E+11,1.12E+11,0.54,0.6,31.58,27.81,2.39
146,000001.SH,20040811,3.08E+12,7.68E+11,4.97E+11,1.24E+11,1.13E+11,0.6,0.66,31.23,27.5,2.37
147,000001.SH,20040812,3.05E+12,7.58E+11,4.97E+11,1.24E+11,1.13E+11,0.66,0.73,30.85,27.06,2.34
148,000001.SH,20040813,3.05E+12,7.57E+11,4.98E+11,1.24E+11,1.13E+11,0.66,0.72,30.87,27.07,2.34
149,000001.SH,20040816,3.02E+12,7.49E+11,4.98E+11,1.24E+11,1.13E+11,0.59,0.65,30.58,26.76,2.32
150,000001.SH,20040817,3.03E+12,7.52E+11,4.98E+11,1.24E+11,1.14E+11,0.55,0.6,30.7,26.82,2.33
151,000001.SH,20040818,3.03E+12,7.51E+11,4.98E+11,1.24E+11,1.14E+11,0.59,0.65,30.67,26.74,2.32
152,000001.SH,20040819,2.99E+12,7.40E+11,4.98E+11,1.24E+11,1.14E+11,0.64,0.7,30.28,26.2,2.29
153,000001.SH,20040820,2.99E+12,7.40E+11,4.98E+11,1.24E+11,1.14E+11,0.64,0.69,30.31,26.18,2.29
154,000001.SH,20040823,2.96E+12,7.32E+11,4.98E+11,1.24E+11,1.15E+11,0.49,0.53,29.92,25.7,2.27
155,000001.SH,20040824,3.00E+12,7.43E+11,4.98E+11,1.25E+11,1.15E+11,0.75,0.81,30.36,26.08,2.3
156,000001.SH,20040825,2.99E+12,7.40E+11,4.99E+11,1.25E+11,1.15E+11,0.52,0.56,30.25,26.02,2.29
157,000001.SH,20040826,2.98E+12,7.36E+11,4.99E+11,1.25E+11,1.16E+11,0.46,0.5,30.13,25.56,2.28
158,000001.SH,20040827,2.95E+12,7.29E+11,4.99E+11,1.25E+11,1.16E+11,0.54,0.57,29.82,24.81,2.26
159,000001.SH,20040830,2.95E+12,7.28E+11,4.99E+11,1.25E+11,1.17E+11,0.47,0.5,29.79,23.73,2.25
160,000001.SH,20040831,3.00E+12,7.42E+11,4.99E+11,1.25E+11,1.17E+11,0.92,0.98,30.3,24.03,2.29
161,000001.SH,20040901,2.95E+12,7.30E+11,4.99E+11,1.25E+11,1.17E+11,0.5,0.53,29.84,23.66,2.26
162,000001.SH,20040902,2.96E+12,7.36E+11,4.99E+11,1.25E+11,1.17E+11,0.68,0.72,29.97,23.76,2.26
163,000001.SH,20040903,2.96E+12,7.35E+11,4.99E+11,1.25E+11,1.17E+11,0.6,0.63,29.95,23.75,2.26
164,000001.SH,20040906,2.95E+12,7.33E+11,4.99E+11,1.25E+11,1.17E+11,0.46,0.49,29.82,23.65,2.25
165,000001.SH,20040907,2.96E+12,7.35E+11,4.99E+11,1.25E+11,1.17E+11,0.45,0.48,29.88,23.69,2.26
166,000001.SH,20040908,2.92E+12,7.28E+11,4.99E+11,1.25E+11,1.17E+11,0.65,0.7,29.53,23.42,2.23
167,000001.SH,20040909,2.87E+12,7.15E+11,4.99E+11,1.25E+11,1.17E+11,0.64,0.68,28.96,22.97,2.19
168,000001.SH,20040910,2.87E+12,7.16E+11,4.99E+11,1.25E+11,1.17E+11,0.48,0.52,29.03,23.02,2.19
169,000001.SH,20040913,2.81E+12,7.00E+11,4.99E+11,1.25E+11,1.17E+11,0.54,0.58,28.43,22.55,2.15
170,000001.SH,20040914,2.90E+12,7.22E+11,4.99E+11,1.25E+11,1.17E+11,1,1.07,29.34,23.26,2.22
171,000001.SH,20040915,3.02E+12,7.54E+11,4.99E+11,1.25E+11,1.17E+11,2.31,2.46,30.57,24.24,2.31
172,000001.SH,20040916,3.06E+12,7.63E+11,4.99E+11,1.25E+11,1.17E+11,1.82,1.94,30.93,24.53,2.34
173,000001.SH,20040917,3.16E+12,7.88E+11,4.99E+11,1.25E+11,1.17E+11,2.46,2.63,31.91,25.3,2.41
174,000001.SH,20040920,3.26E+12,8.17E+11,4.99E+11,1.25E+11,1.17E+11,3.31,3.53,32.99,26.16,2.49
175,000001.SH,20040921,3.23E+12,8.11E+11,4.99E+11,1.25E+11,1.17E+11,2.75,2.93,32.64,25.88,2.47
176,000001.SH,20040922,3.17E+12,7.95E+11,4.99E+11,1.25E+11,1.17E+11,2.39,2.55,32,25.38,2.42
177,000001.SH,20040923,3.27E+12,8.19E+11,5.00E+11,1.25E+11,1.17E+11,1.77,1.89,33.01,26.18,2.49
178,000001.SH,20040924,3.20E+12,8.02E+11,5.00E+11,1.25E+11,1.17E+11,3.23,3.45,32.36,25.66,2.45
179,000001.SH,20040927,3.19E+12,7.94E+11,5.00E+11,1.25E+11,1.17E+11,1.56,1.67,32.21,25.54,2.43
180,000001.SH,20040928,3.20E+12,7.98E+11,5.00E+11,1.25E+11,1.17E+11,1.12,1.2,32.39,25.69,2.45
181,000001.SH,20040929,3.17E+12,7.89E+11,5.00E+11,1.25E+11,1.17E+11,1.04,1.12,32.04,25.4,2.42
182,000001.SH,20040930,3.12E+12,7.76E+11,5.00E+11,1.25E+11,1.17E+11,1.02,1.09,31.5,24.98,2.38
183,000001.SH,20041008,3.17E+12,7.95E+11,5.00E+11,1.25E+11,1.17E+11,1.09,1.16,32.09,25.45,2.42
184,000001.SH,20041011,3.15E+12,7.94E+11,5.00E+11,1.25E+11,1.17E+11,1.83,1.96,31.84,25.25,2.41
185,000001.SH,20041012,3.09E+12,7.77E+11,5.01E+11,1.25E+11,1.17E+11,1.34,1.44,31.19,24.73,2.36
186,000001.SH,20041013,3.09E+12,7.80E+11,5.01E+11,1.26E+11,1.17E+11,1.12,1.2,31.25,24.77,2.36
187,000001.SH,20041014,2.97E+12,7.44E+11,5.02E+11,1.26E+11,1.17E+11,1.35,1.45,30.05,23.82,2.27
188,000001.SH,20041015,2.97E+12,7.44E+11,5.02E+11,1.26E+11,1.17E+11,1.07,1.14,29.98,23.76,2.26
189,000001.SH,20041018,2.98E+12,7.43E+11,5.06E+11,1.26E+11,1.17E+11,0.8,0.86,30.09,23.84,2.27
190,000001.SH,20041019,2.98E+12,7.49E+11,5.06E+11,1.27E+11,1.17E+11,1.01,1.1,30.14,23.87,2.28
191,000001.SH,20041020,2.97E+12,7.43E+11,5.07E+11,1.27E+11,1.17E+11,0.93,1,29.99,23.69,2.26
192,000001.SH,20041021,2.92E+12,7.33E+11,5.07E+11,1.27E+11,1.17E+11,1.28,1.39,29.54,23.35,2.23
193,000001.SH,20041022,2.97E+12,7.42E+11,5.07E+11,1.27E+11,1.18E+11,1.39,1.5,29.98,23.66,2.26
194,000001.SH,20041025,2.93E+12,7.35E+11,5.07E+11,1.27E+11,1.18E+11,1.36,1.47,29.63,23.1,2.22
195,000001.SH,20041026,2.95E+12,7.43E+11,5.07E+11,1.27E+11,1.19E+11,1.33,1.42,29.92,23.04,2.23
196,000001.SH,20041027,2.99E+12,7.54E+11,5.07E+11,1.27E+11,1.20E+11,1.62,1.72,30.32,23.38,2.26
197,000001.SH,20041028,2.99E+12,7.51E+11,5.08E+11,1.27E+11,1.20E+11,1.52,1.62,30.32,23.33,2.25
198,000001.SH,20041029,2.95E+12,7.38E+11,5.08E+11,1.28E+11,1.22E+11,1.39,1.45,29.86,22.37,2.2
199,000001.SH,20041101,2.91E+12,7.29E+11,5.08E+11,1.28E+11,1.22E+11,0.92,0.96,29.52,21.96,2.17
200,000001.SH,20041102,2.90E+12,7.29E+11,5.08E+11,1.28E+11,1.22E+11,0.84,0.88,29.41,21.89,2.16
201,000001.SH,20041103,2.96E+12,7.44E+11,5.08E+11,1.28E+11,1.22E+11,1.03,1.08,29.97,22.3,2.2
202,000001.SH,20041104,2.91E+12,7.29E+11,5.08E+11,1.28E+11,1.22E+11,1.08,1.13,29.49,21.95,2.17
203,000001.SH,20041105,2.91E+12,7.30E+11,5.08E+11,1.28E+11,1.22E+11,0.77,0.81,29.5,21.95,2.17
204,000001.SH,20041108,2.91E+12,7.30E+11,5.08E+11,1.28E+11,1.22E+11,0.57,0.6,29.47,21.93,2.16
205,000001.SH,20041109,2.92E+12,7.33E+11,5.08E+11,1.28E+11,1.22E+11,0.55,0.57,29.54,21.98,2.17
206,000001.SH,20041110,3.02E+12,7.61E+11,5.08E+11,1.28E+11,1.22E+11,1.8,1.89,30.6,22.77,2.25
207,000001.SH,20041111,3.00E+12,7.58E+11,5.08E+11,1.28E+11,1.22E+11,2.12,2.22,30.43,22.64,2.23
208,000001.SH,20041112,3.02E+12,7.60E+11,5.08E+11,1.28E+11,1.22E+11,1.22,1.28,30.55,22.73,2.24
